"d3mIndex","woreda_label","time","variable","variable_name","woreda_wikidata","zone_wikidata","zone_label","region_wikidata","region_label","country_wikidata","country_label","precision","calendar","AFP_Polio_Cases_ratio_per_1000","source_of_file_label","data_curator_label","AFP_Polio_Deaths_ratio_per_1000","Anthrax_Cases_ratio_per_1000","Anthrax_Deaths_ratio_per_1000","Avian_Human_Influenza_Cases_ratio_per_1000","Avian_Human_Influenza_Deaths_ratio_per_1000","Cholera_AWD_Cases_ratio_per_1000","Cholera_AWD_Deaths_ratio_per_1000","Dracunculiasis_Guinea_worm_Cases_ratio_per_1000","Dracunculiasis_Guinea_worm_Deaths_ratio_per_1000","Dysentery_total_Cases_ratio_per_1000","Epidemic_Typhus_Total_Cases_ratio_per_1000","Malnutrition_total_Cases_ratio_per_1000","Maternal_Death_ratio_per_1000","Measles_Cases_ratio_per_1000","Measles_Deaths_ratio_per_1000","Meningits_total_Cases_ratio_per_1000","Neonatal_Tetanus_Cases_ratio_per_1000","Neonatal_Tetanus_Deaths_ratio_per_1000","Pandemic_Influenza_Cases_ratio_per_1000","Pandemic_Influenza_Deaths_ratio_per_1000","Rabies_Cases_ratio_per_1000","Rabies_Deaths_ratio_per_1000","Relapsing_fever_total_Cases_ratio_per_1000","SARS_Cases_ratio_per_1000","SARS_Deaths_ratio_per_1000","Small_pox_Cases_ratio_per_1000","Small_pox_Deaths_ratio_per_1000","TMSuspected_Fever_Examined_ratio_per_1000","Total_Malaria_Confirmed_and_Clinical_ratio_per_1000","Typhoid_fever_Total_cases_ratio_per_1000","Viral_hemorrhagic_fever_Cases_ratio_per_1000","Viral_hemorrhagic_fever_Deaths_ratio_per_1000","Yellow_fever_Cases_ratio_per_1000","Yellow_fever_Deaths_ratio_per_1000"
66,"Ada'a","2017-06","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.15346721,0.30693442,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0896171,0.038366802,0.61386883,0,0,0,0
67,"Ada'a","2017-07","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.084406964,0.26856762,0.023020081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8747631,0.061386883,0.48342168,0,0,0,0
68,"Ada'a","2017-08","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.13044712,0.56782866,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2584311,0.053713523,0.7596626,0,0,0,0
69,"Ada'a","2017-09","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2915877,0.53713524,0.023020081,0,0,0,0.023020081,0,0,0,0,0,0,0,0,0,0,0,0.56782866,0.046040162,0.84406966,0,0,0,0
70,"Ada'a","2017-10","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.15346721,0.42203483,0.084406964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3274914,0.14579386,0.851743,0,0,0,0
71,"Ada'a","2017-11","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.23020081,0.31460777,0.076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488632,0.24554753,0.6906025,0,0,0,0
72,"Ada'a","2017-12","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.14579386,0.25322092,0.030693442,0.0076733604,0.0076733604,0,0,0,0,0,0,0,0.0076733604,0,0,0,0,0,1.1203107,0.061386883,0.659909,0,0,0,0
73,"Ada'a","2018-01","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.25322092,0.24554753,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24554753,0.0076733604,0.39134136,0,0,0,0
74,"Ada'a","2018-02","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.26856762,0.30693442,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68292904,0.023020081,0.6982758,0,0,0,0
75,"Ada'a","2018-03","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.17648728,0.50644183,0.023020081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88243645,0.023020081,0.57550204,0,0,0,0
76,"Ada'a","2018-04","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.0076733604,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.26089424,0.28391433,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8057028,0.015346721,0.60619545,0,0,0,0
77,"Ada'a","2018-05","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.28391433,0.27624097,0.053713523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2584311,0.015346721,0.7519893,0,0,0,0
78,"Ada'a","2018-06","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16881393,0.12277377,0.030693442,0,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2737778,0,0.54480857,0,0,0,0
79,"Ada'a","2018-07","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.24554753,0.29926106,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93614995,0.046040162,0.57550204,0,0,0,0
80,"Ada'a","2018-08","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.14579386,0.34530124,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1663508,0.023020081,0.7212959,0,0,0,0
81,"Ada'a","2018-09","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.092080325,0.36064795,0.061386883,0,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86708975,0.030693442,0.6445623,0,0,0,0
82,"Ada'a","2018-10","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.13044712,0.49876842,0.046040162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0359037,0.053713523,0.8133762,0,0,0,0
83,"Ada'a","2018-11","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12277377,0.26089424,0.061386883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1126373,0.099753685,0.42970818,0,0,0,0
84,"Ada'a","2018-12","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.06906024,0.43738154,0.038366802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46040162,0.015346721,0.50644183,0,0,0,0
85,"Ada'a","2019-01","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.13812049,0.39134136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93614995,0.023020081,0.7826827,0,0,0,0
86,"Ada'a","2019-02","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.13044712,0.19950737,0,0,0.023020081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659909,0,0.7212959,0,0,0,0
87,"Ada'a","2019-03","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.16114058,0.6675824,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8210496,0.015346721,0.56782866,0,0,0,0
88,"Ada'a","2019-04","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.0076733604,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.14579386,0.29926106,0.023020081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53713524,0,0.42203483,0,0,0,0
89,"Ada'a","2019-05","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.17648728,0.4450549,0.030693442,0.0076733604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92080325,0.015346721,0.31460777,0,0,0,0
90,"Ada'a","2019-06","P1200184","AFP/Polio Cases","Q2823862","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.046040162,0.015346721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12277377,0,0.015346721,0,0,0,0
91,"Adaba","2017-01","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.057671376,0.37486395,0.15138736,0.014417844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744559,0,0,0,0
92,"Adaba","2017-02","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.18022303,0.24510334,0.1369695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021626765,0.021626765,1.8166482,0,0,0,0
93,"Adaba","2017-03","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.26673013,0.1297606,0.07929814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007208922,0.007208922,0.87948847,0,0,0,0
94,"Adaba","2017-04","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.20905873,0.24510334,0.10813383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8939063,0,0,0,0
95,"Adaba","2017-05","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.15138736,0.2306855,0.09371599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88669735,0,0,0,0
96,"Adaba","2017-06","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.09371599,0.22347657,0.1658052,0.007208922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9587866,0,0,0,0
97,"Adaba","2017-07","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.18743198,0.021626765,0.07929814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547878,0,0,0,0
98,"Adaba","2017-08","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07208922,0.38207284,0.17301412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.095756,0,0,0,0
99,"Adaba","2017-09","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.08650706,0.38207284,0.15859628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96599555,0,0,0,0
100,"Adaba","2017-10","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.021626765,0.5695048,0.19464089,0.007208922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014417844,1.1318007,0,0,0,0
101,"Adaba","2017-11","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12255167,0.6704297,0.17301412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7229323,0,0,0,0
102,"Adaba","2017-12","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1009249,0.41090855,0.17301412,0.007208922,0.007208922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7733947,0,0,0,0
103,"Adaba","2018-01","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.28835687,0.45416206,0.07208922,0.007208922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6992654,0.07208922,1.5138736,0,0,0,0
104,"Adaba","2018-02","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2595212,0.41090855,0.09371599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3985308,0,0,0,0
105,"Adaba","2018-03","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.34602824,0.6992654,0.2306855,0,0,0,0,0,0,0,0,0.021626765,0,0,0,0,0,0,0,0,1.6292163,0,0,0,0
106,"Adaba","2018-04","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.41811746,0.79298145,0.15138736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5983405,0.057671376,0.9948312,0,0,0,0
107,"Adaba","2018-05","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2306855,0.8001903,0.15859628,0.007208922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5499182,0,0,0,0
108,"Adaba","2018-06","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.367655,0.34602824,0.10813383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5138736,0,0,0,0
109,"Adaba","2018-07","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.28835687,0.53346026,0.28835687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384113,0,0,0,0
110,"Adaba","2018-08","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.2306855,0.44695315,0.1297606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5643361,0,0,0,0
111,"Adaba","2018-09","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.0648803,0.5839227,0.17301412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7301413,0,0,0,0
112,"Adaba","2018-10","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.021626765,0.8434439,0.28835687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8815285,0,0,0,0
113,"Adaba","2018-11","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.04325353,0.6199673,0.20905873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4149888,0,0,0,0
114,"Adaba","2018-12","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07208922,0.7641457,0.07929814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4850378,0,0,0,0
115,"Adaba","2019-01","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1369695,0.7641457,0.15138736,0.007208922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5159137,0,0,0,0
116,"Adaba","2019-02","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.07929814,0.39649072,0.12255167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2399346,0,0,0,0
117,"Adaba","2019-03","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.22347657,0.95157766,0.28114796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40778,0,0,0,0
118,"Adaba","2019-04","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.12255167,0.5983405,0.15859628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3552773,0,0,0,0
119,"Adaba","2019-05","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.30998364,1.751768,0.23789442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007208922,3.1286721,0,0,0,0
120,"Adaba","2019-06","P1200184","AFP/Polio Cases","Q2381608","Q6872255","Mirab Arsi Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.1658052,0.88669735,0.09371599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3696952,0,0,0,0
121,"Adami Tullu and Jido Kombolcha","2017-01","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.7001167,0.8344825,0.52331954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.43524,0.495032,0.9334889,0,0,0,0
122,"Adami Tullu and Jido Kombolcha","2017-02","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.64354163,0.9547046,0.67182916,0.0070718857,0.021215657,0,0,0,0,0,0,0,0,0,0,0,0,0,12.333369,0.5657509,1.0819985,0,0,0,0
123,"Adami Tullu and Jido Kombolcha","2017-03","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.63646966,1.2587956,0.67182916,0.0070718857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.145292,0.6011103,1.4497365,0,0,0,0
124,"Adami Tullu and Jido Kombolcha","2017-04","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.6081822,1.0183516,0.64354163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.981295,0.52331954,1.23758,0,0,0,0
125,"Adami Tullu and Jido Kombolcha","2017-05","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.47381637,0.8132669,0.6859729,0,0.0141437715,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7295713,0.47381637,0.89812946,0,0,0,0
126,"Adami Tullu and Jido Kombolcha","2017-06","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.57282275,1.5628867,0.76376367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7916975,0.8344825,1.6194618,0,0,0,0
127,"Adami Tullu and Jido Kombolcha","2017-07","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.31116295,0.9405608,0.43138504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.179308,1.1315018,1.0890704,0,0,0,0
128,"Adami Tullu and Jido Kombolcha","2017-08","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0.0070718857,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.5940384,1.5982462,0.37480995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.834128,0.97592026,1.6265337,0,0,0,0
129,"Adami Tullu and Jido Kombolcha","2017-09","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.41016936,1.0324953,0.43845692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.455111,0.8910576,1.308299,0,0,0,0
130,"Adami Tullu and Jido Kombolcha","2017-10","P1200184","AFP/Polio Cases","Q2824059","Q1109846","Misraq Shewa Zone","Q202107","Oromia Region","Q115","Ethiopia",10,"Q1985727",0,"Government of Ethiopia","Information Sciences Institute",0,0,0,0,0,0,0,0,0,0.51624763,1.7679714,0.46674445,0.0070718857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7081785,1.0466391,2.0225594,0,0,0,0
