"d3mIndex","WoredaName","Year","Total_Malaria_Confirmed_and_Clinical","TMalaria_OutP_Cases","TMalaria_InP_Cases","TMalaria_InP_Deaths","TMSuspected_Fever_Examined","PosMalaria_RDT_or_Microscopy_PF_OutP_Cases","PosMalaria_RDT_or_Microscopy_PV_OutP_Cases","Meningits_total_Cases","Meningitis_OutP_Cases","Meningitis_InP_Cases","Meningitis_InP_Deaths","Dysentery_total_Cases","Dysentery_OutP_Cases","Dysentery_InP_Cases","Dysentery_InP_Deaths","Typhoid_fever_Total_cases","Typhoid_fever_OutP_Cases","Typhoid_fever_InP_Cases","Typhoid_fever_InP_Deaths","Relapsing_fever_total_Cases","Relapsing_fever_OutP_Cases","Relapsing_fever_InP_Cases","Relapsing_fever_InP_Deaths","Epidemic_Typhus_Total_Cases","Epidemic_Typhus_OutP_Cases","Epidemic_Typhus_InP_Cases","Epidemic_Typhus_InP_Deaths","Malnutrition_total_Cases","Malnutrition_OutP_Cases","Malnutrition_InP_Cases","Malnutrition_InP_Deaths","AFP_Polio_Cases","AFP_Polio_Deaths","Anthrax_Cases","Anthrax_Deaths","Cholera_AWD_Cases","Cholera_AWD_Deaths","Dracunculiasis_Guinea_worm_Cases","Dracunculiasis_Guinea_worm_Deaths","Measles_Cases","Measles_Deaths","Neonatal_Tetanus_Cases","Neonatal_Tetanus_Deaths","Pandemic_Influenza_Cases","Pandemic_Influenza_Deaths","Rabies_Cases","Rabies_Deaths","SARS_Cases","SARS_Deaths","Small_pox_Cases","Small_pox_Deaths","Viral_hemorrhagic_fever_Cases","Viral_hemorrhagic_fever_Deaths","Yellow_fever_Cases","Yellow_fever_Deaths","Maternal_Death","Other_1_Cases","Other_1_Deaths","Other_2_Cases","Other_2_Deaths","Other_3_Cases","Other_3_Deaths","No_of_Gov_HPs_expected_by_RHB","No_of_Gov_HCs_expected_by_RHB","No_of_Gov_Hosps_expected_by_RHB","No_of_NGOHF_expected_by_RHB","No_of_OtherHFs_expected_by_RHB","No_of_Gov_HPs_Reported","No_of_Gov_HCs_Reported","All_Total_sites_Reported","All_Total_sites_Expected_by_RHB","Total_Gov_sites_Reported","RegionName","ZoneName"
1348,"Kirkos Woreda07",2017,2,2,0,0,4,0,2,0,0,0,0,10,10,0,0,40,40,0,0,4,4,0,0,15,15,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,66,64,2,"Addis Ababa","Chirkos"
1349,"Kirkos Woreda07",2018,10,10,0,0,44,0,10,0,0,0,0,446,446,0,0,459,459,0,0,3,3,0,0,256,256,0,0,277,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,843,832,2,"Addis Ababa","Chirkos"
1350,"Kirkos Woreda08",2017,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,49,49,0,0,1,1,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,4,36,36,4,"Addis Ababa","Chirkos"
1351,"Kirkos Woreda08",2018,42,27,15,0,24,5,22,0,0,0,0,77,77,0,0,670,670,0,0,22,22,0,0,859,859,0,0,2,2,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,416,0,52,461,468,52,"Addis Ababa","Chirkos"
1352,"Kirkos Woreda09",2017,1,1,0,0,1,0,1,0,0,0,0,6,6,0,0,81,81,0,0,0,0,0,0,143,143,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,4,28,28,4,"Addis Ababa","Chirkos"
1353,"Kirkos Woreda09",2018,10,10,0,0,102,5,5,0,0,0,0,107,107,0,0,1347,1347,0,0,14,14,0,0,2085,2085,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,312,0,52,357,364,52,"Addis Ababa","Chirkos"
1354,"Kirkos Woreda10",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,0,"Addis Ababa","Chirkos"
1355,"Kirkos Woreda10",2018,2,2,0,0,5,0,2,0,0,0,0,48,48,0,0,132,132,0,0,0,0,0,0,483,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,156,156,0,"Addis Ababa","Chirkos"
1356,"Kirkos Woreda11",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,4,16,16,4,"Addis Ababa","Chirkos"
1357,"Kirkos Woreda11",2018,6,6,0,0,5,1,5,0,0,0,0,2,2,0,0,461,461,0,0,21,21,0,0,486,486,0,0,52,52,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,156,0,52,172,208,52,"Addis Ababa","Chirkos"
1358,"Klite Awlalo",2017,787,787,0,0,3507,271,520,1,1,0,0,516,516,0,0,57,57,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,260,0,0,0,893,260,1153,1153,1153,"Tigray","Eastern Tigray"
1359,"Klite Awlalo",2018,301,301,0,0,3666,122,179,0,0,0,0,610,610,0,0,3,3,0,0,0,0,0,0,0,0,0,0,150,150,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,265,0,0,0,954,265,1219,1219,1219,"Tigray","Eastern Tigray"
1360,"Kobo",2017,3567,3406,161,1,15528,1804,1763,0,0,0,0,281,280,1,0,1974,1974,0,0,0,0,0,0,1118,1118,0,0,72,69,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,52,52,52,46,321,52,52,538,523,156,"Amhara","North Wollo"
1361,"Kobo",2018,1550,1520,30,0,11493,609,941,0,0,0,0,246,245,1,0,1091,1091,0,0,0,0,0,0,1198,1198,0,0,53,32,21,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52,52,364,52,52,572,572,156,"Amhara","North Wollo"
1362,"Kochore",2017,183,183,0,0,1653,44,82,0,0,0,0,36,36,0,0,1755,1755,0,0,0,0,0,0,0,0,0,0,771,694,77,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1104,288,0,0,0,1086,288,1374,1392,1374,"SNNPR","Gedeo"
1363,"Kochore",2018,134,134,0,0,1550,35,98,0,0,0,0,64,64,0,0,2364,2364,0,0,0,0,0,0,0,0,0,0,1271,1130,141,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1081,282,0,0,0,1065,272,1344,1363,1337,"SNNPR","Gedeo"
1364,"Kofele",2017,12,12,0,0,57,0,0,0,0,0,0,402,402,0,0,1582,1582,0,0,0,0,0,0,6,6,0,0,65,64,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1862,392,0,0,98,1563,357,2001,2352,1920,"Oromia","West Arsi"
1365,"Kofele",2018,0,0,0,0,0,0,0,0,0,0,0,378,378,0,0,1140,1140,0,0,0,0,0,0,95,95,0,0,61,60,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1862,392,0,0,98,1189,299,1501,2352,1488,"Oromia","West Arsi"
1366,"Kokosa",2017,0,0,0,0,0,0,0,0,0,0,0,473,467,6,0,810,810,0,0,0,0,0,0,273,273,0,0,63,57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1122,357,51,0,51,1045,346,1439,1581,1422,"Oromia","West Arsi"
1367,"Kokosa",2018,0,0,0,0,0,0,0,0,0,0,0,158,158,0,0,189,189,0,0,0,0,0,0,41,41,0,0,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,990,315,1,0,45,901,278,1189,1351,1179,"Oromia","West Arsi"
1368,"Kokosa  Hospital",2018,0,0,0,0,0,0,0,0,0,0,0,66,65,1,0,22,22,0,0,0,0,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,34,34,"Oromia","West Arsi"
1369,"Kola Temben",2017,4985,4778,207,0,21367,3823,952,0,0,0,0,2048,2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,249,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1404,416,0,0,0,1404,416,1820,1820,1820,"Tigray","Central Tigray"
1370,"Kola Temben",2018,4219,4219,0,0,20393,3240,965,0,0,0,0,2171,2171,0,0,79,79,0,0,0,0,0,0,0,0,0,0,254,254,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1404,416,0,0,0,1404,416,1820,1820,1820,"Tigray","Central Tigray"
1371,"Kolfe Keraniyo",2017,513,513,0,0,5859,163,350,3,3,0,0,3906,3906,0,0,26078,26078,0,0,27,27,0,0,23089,23089,0,0,118,118,0,0,2,0,0,0,18,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,528,0,192,5233,0,525,5864,5953,525,"Addis Ababa","Kolfe Keraniyo"
1372,"Kolfe Keraniyo Woreda01",2017,18,18,0,0,149,4,14,0,0,0,0,6,6,0,0,191,191,0,0,0,0,0,0,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,4,32,36,4,"Addis Ababa","Kolfe Keraniyo"
1373,"Kolfe Keraniyo Woreda01",2018,114,114,0,0,1624,27,87,0,0,0,0,116,116,0,0,2824,2824,0,0,4,0,4,0,3973,3973,0,0,9,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,416,0,51,394,468,51,"Addis Ababa","Kolfe Keraniyo"
1374,"Kolfe Keraniyo Woreda02",2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,0,0,0,0,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,24,24,0,"Addis Ababa","Kolfe Keraniyo"
1375,"Kolfe Keraniyo Woreda02",2018,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,910,910,0,0,2,2,0,0,514,514,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,306,312,0,"Addis Ababa","Kolfe Keraniyo"
1376,"Kolfe Keraniyo Woreda03",2017,3,3,0,0,9,0,3,0,0,0,0,36,36,0,0,262,262,0,0,0,0,0,0,168,168,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,4,60,60,4,"Addis Ababa","Kolfe Keraniyo"
1377,"Kolfe Keraniyo Woreda03",2018,26,26,0,0,78,7,19,9,9,0,0,523,523,0,0,2725,2725,0,0,1,1,0,0,1841,1841,0,0,24,24,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,728,0,51,688,780,51,"Addis Ababa","Kolfe Keraniyo"
1378,"Kolfe Keraniyo Woreda04",2017,2,2,0,0,26,2,0,0,0,0,0,9,9,0,0,193,193,0,0,0,0,0,0,168,168,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,60,0,4,60,64,4,"Addis Ababa","Kolfe Keraniyo"
1379,"Kolfe Keraniyo Woreda04",2018,38,38,0,0,184,20,18,0,0,0,0,190,190,0,0,3256,3256,0,0,2,0,2,0,2162,2162,0,0,54,54,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,780,0,52,759,832,52,"Addis Ababa","Kolfe Keraniyo"
1380,"Kolfe Keraniyo Woreda05",2017,2,2,0,0,23,1,1,0,0,0,0,2,2,0,0,38,38,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,16,0,4,17,20,4,"Addis Ababa","Kolfe Keraniyo"
1381,"Kolfe Keraniyo Woreda05",2018,15,15,0,0,97,3,12,0,0,0,0,0,0,0,0,492,492,0,0,0,0,0,0,448,448,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,208,0,51,214,260,51,"Addis Ababa","Kolfe Keraniyo"
1382,"Kolfe Keraniyo Woreda06",2017,2,2,0,0,6,1,1,0,0,0,0,42,42,0,0,82,82,0,0,0,0,0,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,0,4,31,36,4,"Addis Ababa","Kolfe Keraniyo"
1383,"Kolfe Keraniyo Woreda06",2018,17,17,0,0,47,3,14,0,0,0,0,433,433,0,0,745,745,0,0,0,0,0,0,2155,2155,0,0,1,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,416,0,49,368,468,49,"Addis Ababa","Kolfe Keraniyo"
1384,"Kolfe Keraniyo Woreda07",2017,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,44,48,0,"Addis Ababa","Kolfe Keraniyo"
1385,"Kolfe Keraniyo Woreda07",2018,11,11,0,0,38,4,7,0,0,0,0,16,16,0,0,601,601,0,0,0,0,0,0,144,144,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,530,624,0,"Addis Ababa","Kolfe Keraniyo"
1386,"Kolfe Keraniyo Woreda08",2017,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,254,254,0,0,0,0,0,0,183,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,4,28,28,4,"Addis Ababa","Kolfe Keraniyo"
1387,"Kolfe Keraniyo Woreda08",2018,11,11,0,0,145,2,9,0,0,0,0,158,158,0,0,3328,3328,0,0,0,0,0,0,2328,2328,0,0,26,26,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,312,0,52,365,364,52,"Addis Ababa","Kolfe Keraniyo"
1388,"Kolfe Keraniyo Woreda09",2017,11,11,0,0,105,0,11,0,0,0,0,32,32,0,0,166,166,0,0,0,0,0,0,198,198,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,40,0,4,32,44,4,"Addis Ababa","Kolfe Keraniyo"
1389,"Kolfe Keraniyo Woreda09",2018,36,36,0,0,806,16,20,0,0,0,0,348,348,0,0,2409,2409,0,0,33,15,18,0,2831,2831,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,520,0,51,448,572,51,"Addis Ababa","Kolfe Keraniyo"
1390,"Kolfe Keraniyo Woreda10",2017,2,2,0,0,4,0,2,0,0,0,0,2,2,0,0,42,42,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,12,0,"Addis Ababa","Kolfe Keraniyo"
1391,"Kolfe Keraniyo Woreda10",2018,10,10,0,0,42,1,9,0,0,0,0,42,42,0,0,690,690,0,0,0,0,0,0,706,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,158,156,0,"Addis Ababa","Kolfe Keraniyo"
1392,"Kolfe Keraniyo Woreda11",2017,2,2,0,0,8,2,0,0,0,0,0,2,2,0,0,122,122,0,0,2,2,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,4,12,12,4,"Addis Ababa","Kolfe Keraniyo"
1393,"Kolfe Keraniyo Woreda11",2018,2,2,0,0,166,0,2,0,0,0,0,152,152,0,0,1465,1465,0,0,1,1,0,0,1010,1010,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,104,0,50,150,156,50,"Addis Ababa","Kolfe Keraniyo"
1394,"Kolfe Keraniyo Woreda12",2017,2,2,0,0,128,1,1,0,0,0,0,21,21,0,0,208,208,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,20,0,"Addis Ababa","Kolfe Keraniyo"
1395,"Kolfe Keraniyo Woreda12",2018,1,1,0,0,1324,0,1,0,0,0,0,437,437,0,0,2021,2021,0,0,0,0,0,0,1427,1427,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,260,0,0,219,260,0,"Addis Ababa","Kolfe Keraniyo"
1396,"Kolfe Keraniyo Woreda13",2017,3,3,0,0,51,1,2,0,0,0,0,59,59,0,0,283,283,0,0,0,0,0,0,342,342,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,8,44,44,8,"Addis Ababa","Kolfe Keraniyo"
1397,"Kolfe Keraniyo Woreda13",2018,30,30,0,0,574,5,25,0,0,0,0,371,371,0,0,2556,2556,0,0,6,5,1,0,4532,4532,0,0,28,28,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,104,0,0,468,0,103,535,572,103,"Addis Ababa","Kolfe Keraniyo"
1398,"Kolfe Keraniyo Woreda14",2017,1,1,0,0,3,0,1,0,0,0,0,1,1,0,0,129,129,0,0,0,0,0,0,95,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,40,40,0,"Addis Ababa","Kolfe Keraniyo"
1399,"Kolfe Keraniyo Woreda14",2018,6,6,0,0,43,2,4,0,0,0,0,1,1,0,0,1723,1723,0,0,0,0,0,0,1991,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,364,0,0,500,520,0,"Addis Ababa","Kolfe Keraniyo"
1400,"Kolfe Keraniyo Woreda15",2017,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,142,142,0,0,0,0,0,0,121,121,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,0,4,20,20,4,"Addis Ababa","Kolfe Keraniyo"
1401,"Kolfe Keraniyo Woreda15",2018,12,12,0,0,92,2,10,0,0,0,0,36,36,0,0,1567,1567,0,0,0,0,0,0,1460,1460,0,0,6,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52,156,0,51,255,260,51,"Addis Ababa","Kolfe Keraniyo"
1402,"Kombolcha Town",2017,308,308,0,0,10821,130,172,0,0,0,0,265,265,0,0,102,102,0,0,8,8,0,0,6,6,0,0,38,38,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,208,0,11,615,312,208,1111,1146,520,"Amhara","South Wollo"
1403,"Kombolcha Town",2018,220,220,0,0,11604,118,102,0,0,0,0,188,188,0,0,68,68,0,0,0,0,0,0,16,16,0,0,48,48,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,208,0,0,626,312,208,1093,1146,520,"Amhara","South Wollo"
1404,"Kombolicha",2017,480,480,0,0,1749,272,208,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,524,38,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,245,0,0,926,852,214,1377,2180,1066,"Oromia","East Hararge"
1405,"Kombolicha",2018,202,202,0,0,1287,124,78,0,0,0,0,135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,501,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,225,0,0,900,727,180,1519,2070,907,"Oromia","East Hararge"
1406,"Konso",2017,3558,3545,13,0,16030,2464,587,0,0,0,0,1162,1098,0,0,4843,4614,17,0,0,0,0,0,2354,2354,0,0,924,680,244,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156,440,0,0,0,1397,392,1789,2596,1789,"SNNPR","Segen"
1407,"Konso",2018,4801,4798,3,0,21049,4169,604,0,0,0,0,1497,1497,0,0,2833,2830,3,0,0,0,0,0,2404,2404,0,0,828,670,158,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1890,408,0,0,0,1402,385,1788,2298,1788,"SNNPR","Segen"
1408,"Konta  Special Town",2017,3873,3857,16,0,8497,2054,1661,4,0,4,0,270,270,0,0,2173,2171,2,0,2,2,0,0,590,569,21,0,88,64,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2016,144,48,0,0,1501,143,1690,2208,1690,"SNNPR","Konta Town"
1409,"Konta  Special Town",2018,3098,3098,0,0,8322,1704,1301,7,0,7,1,215,213,2,0,2490,2490,0,0,2,0,2,0,264,246,18,0,58,31,27,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,150,50,0,0,1760,150,1960,2300,1960,"SNNPR","Konta Town"
1410,"Koran",2017,16,16,0,0,16,13,3,4,0,4,0,11,11,0,0,19,19,0,0,0,0,0,0,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,14,0,15,15,15,"Somali","FAAFAN"
1411,"Koran",2018,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,33,33,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,"Somali","FAAFAN"
1412,"Kore",2017,1,1,0,0,1,0,1,0,0,0,0,339,339,0,0,1245,1245,0,0,3,3,0,0,307,282,25,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,960,240,0,0,146,933,239,1239,1346,1172,"Oromia","West Arsi"
1413,"Kore",2018,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,766,765,1,0,1,1,0,0,62,62,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,235,0,0,142,800,232,1158,1317,1032,"Oromia","West Arsi"
1414,"Korem Town",2017,140,139,1,0,1895,65,66,1,1,0,0,61,61,0,0,56,54,2,0,0,0,0,0,1,1,0,0,86,40,46,2,0,0,1,0,18,0,0,0,0,0,2,1,0,0,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,51,51,0,0,0,51,102,102,102,"Tigray","South Tigray"
1415,"Korem Town",2018,149,146,3,0,2066,76,72,7,4,3,0,46,46,0,0,138,132,6,0,0,0,0,0,2,2,0,0,91,44,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52,0,0,0,52,104,104,104,"Tigray","South Tigray"
1416,"Kubbi",2017,78,78,0,0,74,44,21,0,0,0,0,184,184,0,0,15,15,0,0,0,0,0,0,0,0,0,0,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,80,24,104,100,104,"Somali","NOGOB"
1417,"Kubi",2017,94,94,0,0,79,60,8,0,0,0,0,48,48,0,0,24,24,0,0,0,0,0,0,0,0,0,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,0,0,0,52,13,65,65,65,"Somali","Erar"
