"d3mIndex","Region","Zone","Date","Year","precipitation","TOTAL_A_KM","WATER_A_KM","LAND_A_KM","ISOALPHA","COUNTRYNM","population","population_density","MaizeRetailPrice_li","WheatRetailPrice_li","MaizeProductionQuintal","WheatProductionQuintal","MaizeYieldQtHa","WheatYieldQtHa","Month","AnyAction","IndirectConflict","DirectConflict","Protest"
4364,"Somali","Liben Zone","2012-05",2012,64.3852705375,37068.28,0.3602044,37067.92,"ETH","Ethiopia",682016.2,18.399094,NA,NA,93616.64,NA,23.35,NA,5,0,0,0,0
4365,"Somali","Liben Zone","2012-06",2012,12.18871157625,37068.28,0.3602044,37067.92,"ETH","Ethiopia",683469.1,18.4382895,NA,NA,93616.64,NA,23.35,NA,6,0,0,0,0
4366,"Somali","Liben Zone","2012-07",2012,4.9973328905,37068.28,0.3602044,37067.92,"ETH","Ethiopia",684922,18.477485,NA,NA,93616.64,NA,23.35,NA,7,0,0,0,0
4367,"Somali","Liben Zone","2012-08",2012,7.126259177,37068.28,0.3602044,37067.92,"ETH","Ethiopia",686374.9,18.5166805,NA,NA,93616.64,NA,23.35,NA,8,0,0,0,0
4368,"Somali","Liben Zone","2012-09",2012,40.669903205,37068.28,0.3602044,37067.92,"ETH","Ethiopia",687827.8,18.555876,NA,NA,93616.64,NA,23.35,NA,9,0,0,0,0
4369,"Somali","Liben Zone","2012-10",2012,108.2660714025,37068.28,0.3602044,37067.92,"ETH","Ethiopia",689280.7,18.5950715,NA,NA,93616.64,NA,23.35,NA,10,0,0,0,0
4370,"Somali","Liben Zone","2012-11",2012,49.2836816675,37068.28,0.3602044,37067.92,"ETH","Ethiopia",690733.6,18.634267,NA,NA,93616.64,NA,23.35,NA,11,0,0,0,0
4371,"Somali","Liben Zone","2012-12",2012,25.1369295575,37068.28,0.3602044,37067.92,"ETH","Ethiopia",692186.5,18.6734625,NA,NA,93616.64,NA,23.35,NA,12,0,0,0,0
4372,"Somali","Liben Zone","2013-01",2013,10.197672984,37068.28,0.3602044,37067.92,"ETH","Ethiopia",693639.4,18.712658,NA,NA,82979.6,NA,22.88,NA,1,0,0,0,0
4373,"Somali","Liben Zone","2013-02",2013,0.8500767695,37068.28,0.3602044,37067.92,"ETH","Ethiopia",695092.3,18.7518535,NA,NA,82979.6,NA,22.88,NA,2,0,0,0,0
4374,"Somali","Liben Zone","2013-03",2013,110.4092896875,37068.28,0.3602044,37067.92,"ETH","Ethiopia",696545.2,18.791049,NA,NA,82979.6,NA,22.88,NA,3,0,0,0,0
4375,"Somali","Liben Zone","2013-04",2013,134.108339525,37068.28,0.3602044,37067.92,"ETH","Ethiopia",697998.1,18.8302445,NA,NA,82979.6,NA,22.88,NA,4,0,0,0,0
4376,"Somali","Liben Zone","2013-05",2013,26.7782007675,37068.28,0.3602044,37067.92,"ETH","Ethiopia",699451,18.86944,NA,NA,82979.6,NA,22.88,NA,5,0,0,0,0
4377,"Somali","Liben Zone","2013-06",2013,5.767805663,37068.28,0.3602044,37067.92,"ETH","Ethiopia",700903.9,18.9086355,NA,NA,82979.6,NA,22.88,NA,6,0,0,0,0
4378,"Somali","Liben Zone","2013-07",2013,5.30989450125,37068.28,0.3602044,37067.92,"ETH","Ethiopia",702356.8,18.947831,NA,NA,82979.6,NA,22.88,NA,7,2,0,1,0
4379,"Somali","Liben Zone","2013-08",2013,6.2893150085,37068.28,0.3602044,37067.92,"ETH","Ethiopia",703809.7,18.9870265,NA,NA,82979.6,NA,22.88,NA,8,0,0,0,0
4380,"Somali","Liben Zone","2013-09",2013,13.62759485325,37068.28,0.3602044,37067.92,"ETH","Ethiopia",705262.6,19.026222,NA,NA,82979.6,NA,22.88,NA,9,0,0,0,0
4381,"Somali","Liben Zone","2013-10",2013,81.72376841,37068.28,0.3602044,37067.92,"ETH","Ethiopia",706715.5,19.0654175,NA,NA,82979.6,NA,22.88,NA,10,0,0,0,0
4382,"Somali","Liben Zone","2013-11",2013,137.88124495,37068.28,0.3602044,37067.92,"ETH","Ethiopia",708168.4,19.104613,NA,NA,82979.6,NA,22.88,NA,11,0,0,0,0
4383,"Somali","Liben Zone","2013-12",2013,2.21845701275,37068.28,0.3602044,37067.92,"ETH","Ethiopia",709621.3,19.1438085,NA,NA,82979.6,NA,22.88,NA,12,0,0,0,0
4384,"Somali","Liben Zone","2014-01",2014,2.8406054765,37068.28,0.3602044,37067.92,"ETH","Ethiopia",711074.2,19.183004,NA,NA,120160.85,NA,21.59,NA,1,0,0,0,0
4385,"Somali","Liben Zone","2014-02",2014,4.0004129915,37068.28,0.3602044,37067.92,"ETH","Ethiopia",712527.1,19.2221995,NA,NA,120160.85,NA,21.59,NA,2,0,0,0,0
4386,"Somali","Liben Zone","2014-03",2014,21.065831461,37068.28,0.3602044,37067.92,"ETH","Ethiopia",713980,19.261395,NA,NA,120160.85,NA,21.59,NA,3,0,0,0,0
4387,"Somali","Liben Zone","2014-04",2014,88.8765789,37068.28,0.3602044,37067.92,"ETH","Ethiopia",715432.9,19.3005905,NA,NA,120160.85,NA,21.59,NA,4,0,0,0,0
4388,"Somali","Liben Zone","2014-05",2014,52.2504680675,37068.28,0.3602044,37067.92,"ETH","Ethiopia",716885.8,19.339786,NA,NA,120160.85,NA,21.59,NA,5,0,0,0,0
4389,"Somali","Liben Zone","2014-06",2014,7.916052792,37068.28,0.3602044,37067.92,"ETH","Ethiopia",718338.7,19.3789815,NA,NA,120160.85,NA,21.59,NA,6,0,0,0,0
4390,"Somali","Liben Zone","2014-07",2014,11.83065447375,37068.28,0.3602044,37067.92,"ETH","Ethiopia",719791.6,19.418177,NA,NA,120160.85,NA,21.59,NA,7,0,0,0,0
4391,"Somali","Liben Zone","2014-08",2014,18.124763369,37068.28,0.3602044,37067.92,"ETH","Ethiopia",721244.5,19.4573725,NA,NA,120160.85,NA,21.59,NA,8,0,0,0,0
4392,"Somali","Liben Zone","2014-09",2014,12.07272082775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",722697.4,19.496568,NA,NA,120160.85,NA,21.59,NA,9,0,0,0,0
4393,"Somali","Liben Zone","2014-10",2014,126.7899400525,37068.28,0.3602044,37067.92,"ETH","Ethiopia",724150.3,19.5357635,NA,NA,120160.85,NA,21.59,NA,10,0,0,0,0
4394,"Somali","Liben Zone","2014-11",2014,61.4998485,37068.28,0.3602044,37067.92,"ETH","Ethiopia",725603.2,19.574959,NA,NA,120160.85,NA,21.59,NA,11,0,0,0,0
4395,"Somali","Liben Zone","2014-12",2014,1.16202477,37068.28,0.3602044,37067.92,"ETH","Ethiopia",727056.1,19.6141545,NA,NA,120160.85,NA,21.59,NA,12,0,0,0,0
4396,"Somali","Liben Zone","2015-01",2015,2.66043244625,37068.28,0.3602044,37067.92,"ETH","Ethiopia",728509,19.65335,NA,NA,178453.26,NA,27.82,NA,1,0,0,0,0
4397,"Somali","Liben Zone","2015-02",2015,2.47592297775,37068.28,0.3602044,37067.92,"ETH","Ethiopia",730049.583333333,19.6949111666667,NA,NA,178453.26,NA,27.82,NA,2,0,0,0,0
4398,"Somali","Liben Zone","2015-03",2015,25.0024604075,37068.28,0.3602044,37067.92,"ETH","Ethiopia",731590.166666667,19.7364723333333,NA,NA,178453.26,NA,27.82,NA,3,0,0,0,0
4399,"Somali","Liben Zone","2015-04",2015,107.4735655,37068.28,0.3602044,37067.92,"ETH","Ethiopia",733130.75,19.7780335,NA,NA,178453.26,NA,27.82,NA,4,0,0,0,0
4400,"Somali","Liben Zone","2015-05",2015,94.06475063,37068.28,0.3602044,37067.92,"ETH","Ethiopia",734671.333333333,19.8195946666667,NA,NA,178453.26,NA,27.82,NA,5,0,0,0,0
4401,"Somali","Liben Zone","2015-06",2015,6.720611273,37068.28,0.3602044,37067.92,"ETH","Ethiopia",736211.916666667,19.8611558333333,NA,NA,178453.26,NA,27.82,NA,6,0,0,0,0
4402,"Somali","Liben Zone","2015-07",2015,10.1330909555,37068.28,0.3602044,37067.92,"ETH","Ethiopia",737752.5,19.902717,NA,NA,178453.26,NA,27.82,NA,7,0,0,0,0
4403,"Somali","Liben Zone","2015-08",2015,18.4871238475,37068.28,0.3602044,37067.92,"ETH","Ethiopia",739293.083333333,19.9442781666667,NA,NA,178453.26,NA,27.82,NA,8,0,0,0,0
4404,"Somali","Liben Zone","2015-09",2015,24.256447955,37068.28,0.3602044,37067.92,"ETH","Ethiopia",740833.666666667,19.9858393333333,NA,NA,178453.26,NA,27.82,NA,9,0,0,0,0
4405,"Somali","Liben Zone","2015-10",2015,110.5345340375,37068.28,0.3602044,37067.92,"ETH","Ethiopia",742374.25,20.0274005,NA,NA,178453.26,NA,27.82,NA,10,0,0,0,0
4406,"Somali","Liben Zone","2015-11",2015,48.9980596425,37068.28,0.3602044,37067.92,"ETH","Ethiopia",743914.833333333,20.0689616666667,NA,NA,178453.26,NA,27.82,NA,11,0,0,0,0
4407,"Somali","Liben Zone","2015-12",2015,6.334683096,37068.28,0.3602044,37067.92,"ETH","Ethiopia",745455.416666667,20.1105228333333,NA,NA,178453.26,NA,27.82,NA,12,0,0,0,0
4408,"Somali","Liben Zone","2016-01",2016,1.19880638,37068.28,0.3602044,37067.92,"ETH","Ethiopia",746996,20.152084,NA,NA,129449.53,NA,22.22,NA,1,0,0,0,0
4409,"Somali","Liben Zone","2016-02",2016,22.616583844,37068.28,0.3602044,37067.92,"ETH","Ethiopia",748536.583333333,20.1936451666667,NA,NA,129449.53,NA,22.22,NA,2,0,0,0,0
4410,"Somali","Liben Zone","2016-03",2016,12.80358180975,37068.28,0.3602044,37067.92,"ETH","Ethiopia",750077.166666667,20.2352063333333,NA,NA,129449.53,NA,22.22,NA,3,0,0,0,0
4411,"Somali","Liben Zone","2016-04",2016,177.641871975,37068.28,0.3602044,37067.92,"ETH","Ethiopia",751617.75,20.2767675,NA,NA,129449.53,NA,22.22,NA,4,0,0,0,0
4412,"Somali","Liben Zone","2016-05",2016,43.1288974675,37068.28,0.3602044,37067.92,"ETH","Ethiopia",753158.333333333,20.3183286666667,NA,NA,129449.53,NA,22.22,NA,5,0,0,0,0
4413,"Somali","Liben Zone","2016-06",2016,12.828446369,37068.28,0.3602044,37067.92,"ETH","Ethiopia",754698.916666667,20.3598898333333,NA,NA,129449.53,NA,22.22,NA,6,0,0,0,0
4414,"Somali","Liben Zone","2016-07",2016,6.757099539,37068.28,0.3602044,37067.92,"ETH","Ethiopia",756239.5,20.401451,NA,NA,129449.53,NA,22.22,NA,7,0,0,0,0
4415,"Somali","Liben Zone","2016-08",2016,4.7951749325,37068.28,0.3602044,37067.92,"ETH","Ethiopia",757780.083333333,20.4430121666667,NA,NA,129449.53,NA,22.22,NA,8,0,0,0,0
4416,"Somali","Liben Zone","2016-09",2016,11.0623690795,37068.28,0.3602044,37067.92,"ETH","Ethiopia",759320.666666667,20.4845733333333,NA,NA,129449.53,NA,22.22,NA,9,0,0,0,0
4417,"Somali","Liben Zone","2016-10",2016,38.3061663875,37068.28,0.3602044,37067.92,"ETH","Ethiopia",760861.25,20.5261345,NA,NA,129449.53,NA,22.22,NA,10,0,0,0,0
4418,"Somali","Liben Zone","2016-11",2016,58.5430359975,37068.28,0.3602044,37067.92,"ETH","Ethiopia",762401.833333333,20.5676956666667,NA,NA,129449.53,NA,22.22,NA,11,0,0,0,0
4419,"Somali","Liben Zone","2016-12",2016,21.304339985,37068.28,0.3602044,37067.92,"ETH","Ethiopia",763942.416666667,20.6092568333333,NA,NA,129449.53,NA,22.22,NA,12,0,0,0,0
4420,"Somali","Liben Zone","2017-01",2017,0.7219601445,37068.28,0.3602044,37067.92,"ETH","Ethiopia",765483,20.650818,NA,NA,68900.19,NA,18.72,NA,1,0,0,0,0
4421,"Somali","Liben Zone","2017-02",2017,10.69870531725,37068.28,0.3602044,37067.92,"ETH","Ethiopia",767023.583333333,20.6923791666667,NA,NA,68900.19,NA,18.72,NA,2,0,0,0,0
4422,"Somali","Liben Zone","2017-03",2017,53.66768408,37068.28,0.3602044,37067.92,"ETH","Ethiopia",768564.166666667,20.7339403333333,NA,NA,68900.19,NA,18.72,NA,3,0,0,0,0
4423,"Somali","Liben Zone","2017-04",2017,120.9172461,37068.28,0.3602044,37067.92,"ETH","Ethiopia",770104.75,20.7755015,NA,NA,68900.19,NA,18.72,NA,4,0,0,0,0
4424,"Somali","Liben Zone","2017-05",2017,57.94837567,37068.28,0.3602044,37067.92,"ETH","Ethiopia",771645.333333333,20.8170626666667,NA,NA,68900.19,NA,18.72,NA,5,0,0,0,0
4425,"Somali","Liben Zone","2017-06",2017,5.8222050535,37068.28,0.3602044,37067.92,"ETH","Ethiopia",773185.916666667,20.8586238333333,NA,NA,68900.19,NA,18.72,NA,6,0,0,0,0
4426,"Somali","Liben Zone","2017-07",2017,10.14419061075,37068.28,0.3602044,37067.92,"ETH","Ethiopia",774726.5,20.900185,NA,NA,68900.19,NA,18.72,NA,7,0,0,0,0
4427,"Somali","Liben Zone","2017-08",2017,11.97282554475,37068.28,0.3602044,37067.92,"ETH","Ethiopia",776267.083333333,20.9417461666667,NA,NA,68900.19,NA,18.72,NA,8,0,0,0,0
4428,"Somali","Liben Zone","2017-09",2017,27.943285515,37068.28,0.3602044,37067.92,"ETH","Ethiopia",777807.666666667,20.9833073333333,NA,NA,68900.19,NA,18.72,NA,9,0,0,0,0
4429,"Somali","Liben Zone","2017-10",2017,109.73325133,37068.28,0.3602044,37067.92,"ETH","Ethiopia",779348.25,21.0248685,NA,NA,68900.19,NA,18.72,NA,10,0,0,0,0
4430,"Somali","Liben Zone","2017-11",2017,88.260961105,37068.28,0.3602044,37067.92,"ETH","Ethiopia",780888.833333333,21.0664296666667,NA,NA,68900.19,NA,18.72,NA,11,0,0,0,0
4431,"Somali","Liben Zone","2017-12",2017,7.658930007,37068.28,0.3602044,37067.92,"ETH","Ethiopia",782429.416666667,21.1079908333333,NA,NA,68900.19,NA,18.72,NA,12,0,0,0,0
4432,"Somali","Liben Zone","2018-01",2018,7.55916306646971,37068.28,0.3602044,37067.92,"ETH","Ethiopia",783970,21.149552,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4433,"Somali","Liben Zone","2018-02",2018,21.9162738506611,37068.28,0.3602044,37067.92,"ETH","Ethiopia",785510.583333333,21.1911131666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4434,"Somali","Liben Zone","2018-03",2018,95.1559897423315,37068.28,0.3602044,37067.92,"ETH","Ethiopia",787051.166666667,21.2326743333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4435,"Somali","Liben Zone","2018-04",2018,177.611398604676,37068.28,0.3602044,37067.92,"ETH","Ethiopia",788591.75,21.2742355,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4436,"Somali","Liben Zone","2018-05",2018,76.9377863471063,37068.28,0.3602044,37067.92,"ETH","Ethiopia",790132.333333333,21.3157966666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4437,"Somali","Liben Zone","2018-06",2018,5.05206221545136,37068.28,0.3602044,37067.92,"ETH","Ethiopia",791672.916666667,21.3573578333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4438,"Somali","Liben Zone","2018-07",2018,9.83884787735703,37068.28,0.3602044,37067.92,"ETH","Ethiopia",793213.5,21.398919,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4439,"Somali","Liben Zone","2018-08",2018,5.52288519950686,37068.28,0.3602044,37067.92,"ETH","Ethiopia",794754.083333333,21.4404801666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4440,"Somali","Liben Zone","2018-09",2018,23.3140829986268,37068.28,0.3602044,37067.92,"ETH","Ethiopia",796294.666666667,21.4820413333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4441,"Somali","Liben Zone","2018-10",2018,95.0171608744611,37068.28,0.3602044,37067.92,"ETH","Ethiopia",797835.25,21.5236025,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4442,"Somali","Liben Zone","2018-11",2018,57.0483085548485,37068.28,0.3602044,37067.92,"ETH","Ethiopia",799375.833333333,21.5651636666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4443,"Somali","Liben Zone","2018-12",2018,4.68400327889474,37068.28,0.3602044,37067.92,"ETH","Ethiopia",800916.416666667,21.6067248333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4444,"Somali","Liben Zone","2019-01",2019,1.11259013441647,37068.28,0.3602044,37067.92,"ETH","Ethiopia",802457,21.648286,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4445,"Somali","Liben Zone","2019-02",2019,1.61110515568119,37068.28,0.3602044,37067.92,"ETH","Ethiopia",803997.583333333,21.6898471666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4446,"Somali","Liben Zone","2019-03",2019,9.35769699609542,37068.28,0.3602044,37067.92,"ETH","Ethiopia",805538.166666667,21.7314083333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4447,"Somali","Liben Zone","2019-04",2019,60.8376227200686,37068.28,0.3602044,37067.92,"ETH","Ethiopia",807078.75,21.7729695,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4448,"Somali","Liben Zone","2019-05",2019,110.506128603443,37068.28,0.3602044,37067.92,"ETH","Ethiopia",808619.333333333,21.8145306666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4449,"Somali","Liben Zone","2019-06",2019,6.25556781962514,37068.28,0.3602044,37067.92,"ETH","Ethiopia",810159.916666667,21.8560918333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4450,"Somali","Liben Zone","2019-07",2019,19.8033658597627,37068.28,0.3602044,37067.92,"ETH","Ethiopia",811700.5,21.897653,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4451,"Somali","Liben Zone","2019-08",2019,5.83531483960021,37068.28,0.3602044,37067.92,"ETH","Ethiopia",813241.083333333,21.9392141666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4452,"Somali","Liben Zone",NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18417,NA,3.33,NA,NA,0,0,0,0
4453,"Somali","Liben Zone",NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
4454,"Somali","Nogob","2008-01",2008,5.956234018375,14279.69,0,14279.69,"ETH","Ethiopia",393044.2,27.524698,NA,NA,NA,NA,NA,NA,1,1,0,0,0
4455,"Somali","Nogob","2008-02",2008,1.190794137875,14279.69,0,14279.69,"ETH","Ethiopia",393914.4,27.5856376666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4456,"Somali","Nogob","2008-03",2008,7.022576872875,14279.69,0,14279.69,"ETH","Ethiopia",394784.6,27.6465773333333,NA,NA,NA,NA,NA,NA,3,1,0,0,0
4457,"Somali","Nogob","2008-04",2008,120.38971650625,14279.69,0,14279.69,"ETH","Ethiopia",395654.8,27.707517,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4458,"Somali","Nogob","2008-05",2008,105.74020657125,14279.69,0,14279.69,"ETH","Ethiopia",396525,27.7684566666667,NA,NA,NA,NA,NA,NA,5,1,0,0,0
4459,"Somali","Nogob","2008-06",2008,19.339730238,14279.69,0,14279.69,"ETH","Ethiopia",397395.2,27.8293963333333,NA,NA,NA,NA,NA,NA,6,3,0,0,0
4460,"Somali","Nogob","2008-07",2008,27.70889444475,14279.69,0,14279.69,"ETH","Ethiopia",398265.4,27.890336,NA,NA,NA,NA,NA,NA,7,1,0,0,0
4461,"Somali","Nogob","2008-08",2008,24.720952811125,14279.69,0,14279.69,"ETH","Ethiopia",399135.6,27.9512756666667,NA,NA,NA,NA,NA,NA,8,0,0,0,0
4462,"Somali","Nogob","2008-09",2008,41.5624396175,14279.69,0,14279.69,"ETH","Ethiopia",400005.8,28.0122153333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4463,"Somali","Nogob","2008-10",2008,94.62594734375,14279.69,0,14279.69,"ETH","Ethiopia",400876,28.073155,NA,NA,NA,NA,NA,NA,10,0,0,0,0
4464,"Somali","Nogob","2008-11",2008,64.44043790625,14279.69,0,14279.69,"ETH","Ethiopia",401746.2,28.1340946666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4465,"Somali","Nogob","2008-12",2008,2.1354634205,14279.69,0,14279.69,"ETH","Ethiopia",402616.4,28.1950343333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4466,"Somali","Nogob","2009-01",2009,18.3017443995,14279.69,0,14279.69,"ETH","Ethiopia",403486.6,28.255974,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4467,"Somali","Nogob","2009-02",2009,2.207199207375,14279.69,0,14279.69,"ETH","Ethiopia",404356.8,28.3169136666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4468,"Somali","Nogob","2009-03",2009,13.938695760375,14279.69,0,14279.69,"ETH","Ethiopia",405227,28.3778533333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4469,"Somali","Nogob","2009-04",2009,92.49574118375,14279.69,0,14279.69,"ETH","Ethiopia",406097.2,28.438793,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4470,"Somali","Nogob","2009-05",2009,87.53559822125,14279.69,0,14279.69,"ETH","Ethiopia",406967.4,28.4997326666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4471,"Somali","Nogob","2009-06",2009,31.278464202625,14279.69,0,14279.69,"ETH","Ethiopia",407837.6,28.5606723333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4472,"Somali","Nogob","2009-07",2009,12.278597363375,14279.69,0,14279.69,"ETH","Ethiopia",408707.8,28.621612,NA,NA,NA,NA,NA,NA,7,4,1,0,0
4473,"Somali","Nogob","2009-08",2009,18.995519155125,14279.69,0,14279.69,"ETH","Ethiopia",409578,28.6825516666667,NA,NA,NA,NA,NA,NA,8,5,2,0,0
4474,"Somali","Nogob","2009-09",2009,53.33519954125,14279.69,0,14279.69,"ETH","Ethiopia",410448.2,28.7434913333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4475,"Somali","Nogob","2009-10",2009,145.06771686125,14279.69,0,14279.69,"ETH","Ethiopia",411318.4,28.804431,NA,NA,NA,NA,NA,NA,10,6,0,0,0
4476,"Somali","Nogob","2009-11",2009,35.6676082875,14279.69,0,14279.69,"ETH","Ethiopia",412188.6,28.8653706666667,NA,NA,NA,NA,NA,NA,11,2,2,0,0
4477,"Somali","Nogob","2009-12",2009,14.78621953225,14279.69,0,14279.69,"ETH","Ethiopia",413058.8,28.9263103333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4478,"Somali","Nogob","2010-01",2010,0.335913932625,14279.69,0,14279.69,"ETH","Ethiopia",413929,28.98725,NA,NA,NA,NA,NA,NA,1,1,0,0,0
4479,"Somali","Nogob","2010-02",2010,51.35345252875,14279.69,0,14279.69,"ETH","Ethiopia",414866.7,29.0529166666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4480,"Somali","Nogob","2010-03",2010,102.67946608125,14279.69,0,14279.69,"ETH","Ethiopia",415804.4,29.1185833333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4481,"Somali","Nogob","2010-04",2010,151.1835447225,14279.69,0,14279.69,"ETH","Ethiopia",416742.1,29.18425,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4482,"Somali","Nogob","2010-05",2010,110.46859516125,14279.69,0,14279.69,"ETH","Ethiopia",417679.8,29.2499166666667,NA,NA,NA,NA,NA,NA,5,2,0,2,1
4483,"Somali","Nogob","2010-06",2010,24.3285582185,14279.69,0,14279.69,"ETH","Ethiopia",418617.5,29.3155833333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4484,"Somali","Nogob","2010-07",2010,35.9475237425,14279.69,0,14279.69,"ETH","Ethiopia",419555.2,29.38125,NA,NA,NA,NA,NA,NA,7,6,3,0,0
4485,"Somali","Nogob","2010-08",2010,29.6872344805,14279.69,0,14279.69,"ETH","Ethiopia",420492.9,29.4469166666667,NA,NA,NA,NA,NA,NA,8,2,0,0,0
4486,"Somali","Nogob","2010-09",2010,88.3470554725,14279.69,0,14279.69,"ETH","Ethiopia",421430.6,29.5125833333333,NA,NA,NA,NA,NA,NA,9,0,0,0,0
4487,"Somali","Nogob","2010-10",2010,73.26780886375,14279.69,0,14279.69,"ETH","Ethiopia",422368.3,29.57825,NA,NA,NA,NA,NA,NA,10,2,0,0,0
4488,"Somali","Nogob","2010-11",2010,12.529415758625,14279.69,0,14279.69,"ETH","Ethiopia",423306,29.6439166666667,NA,NA,NA,NA,NA,NA,11,0,0,0,0
4489,"Somali","Nogob","2010-12",2010,1.4139881965,14279.69,0,14279.69,"ETH","Ethiopia",424243.7,29.7095833333333,NA,NA,NA,NA,NA,NA,12,2,0,0,0
4490,"Somali","Nogob","2011-01",2011,1.201052850375,14279.69,0,14279.69,"ETH","Ethiopia",425181.4,29.77525,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4491,"Somali","Nogob","2011-02",2011,1.690336658625,14279.69,0,14279.69,"ETH","Ethiopia",426119.1,29.8409166666667,NA,NA,NA,NA,NA,NA,2,1,1,1,0
4492,"Somali","Nogob","2011-03",2011,6.836518229875,14279.69,0,14279.69,"ETH","Ethiopia",427056.8,29.9065833333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4493,"Somali","Nogob","2011-04",2011,78.94480825125,14279.69,0,14279.69,"ETH","Ethiopia",427994.5,29.97225,NA,NA,NA,NA,NA,NA,4,0,0,0,0
4494,"Somali","Nogob","2011-05",2011,144.3730618,14279.69,0,14279.69,"ETH","Ethiopia",428932.2,30.0379166666667,NA,NA,NA,NA,NA,NA,5,0,0,0,0
4495,"Somali","Nogob","2011-06",2011,20.171295708125,14279.69,0,14279.69,"ETH","Ethiopia",429869.9,30.1035833333333,NA,NA,NA,NA,NA,NA,6,0,0,0,0
4496,"Somali","Nogob","2011-07",2011,20.0667950375,14279.69,0,14279.69,"ETH","Ethiopia",430807.6,30.16925,NA,NA,NA,NA,NA,NA,7,0,0,0,0
4497,"Somali","Nogob","2011-08",2011,34.828015296125,14279.69,0,14279.69,"ETH","Ethiopia",431745.3,30.2349166666667,NA,NA,NA,NA,NA,NA,8,2,0,0,0
4498,"Somali","Nogob","2011-09",2011,89.58864095875,14279.69,0,14279.69,"ETH","Ethiopia",432683,30.3005833333333,NA,NA,NA,NA,NA,NA,9,5,0,0,0
4499,"Somali","Nogob","2011-10",2011,102.03171165375,14279.69,0,14279.69,"ETH","Ethiopia",433620.7,30.36625,NA,NA,NA,NA,NA,NA,10,3,0,0,0
4500,"Somali","Nogob","2011-11",2011,63.68678927375,14279.69,0,14279.69,"ETH","Ethiopia",434558.4,30.4319166666667,NA,NA,NA,NA,NA,NA,11,1,0,0,0
4501,"Somali","Nogob","2011-12",2011,5.92864462125,14279.69,0,14279.69,"ETH","Ethiopia",435496.1,30.4975833333333,NA,NA,NA,NA,NA,NA,12,0,0,0,0
4502,"Somali","Nogob","2012-01",2012,8.563277243,14279.69,0,14279.69,"ETH","Ethiopia",436433.8,30.56325,NA,NA,NA,NA,NA,NA,1,0,0,0,0
4503,"Somali","Nogob","2012-02",2012,7.46280277675,14279.69,0,14279.69,"ETH","Ethiopia",437371.5,30.6289166666667,NA,NA,NA,NA,NA,NA,2,0,0,0,0
4504,"Somali","Nogob","2012-03",2012,20.87907381875,14279.69,0,14279.69,"ETH","Ethiopia",438309.2,30.6945833333333,NA,NA,NA,NA,NA,NA,3,0,0,0,0
4505,"Somali","Nogob","2012-04",2012,150.4123425875,14279.69,0,14279.69,"ETH","Ethiopia",439246.9,30.76025,NA,NA,NA,NA,NA,NA,4,0,0,0,0
